Date,Global_Price_USD_oz,USD_VND_Rate,Theoretical_Price_VND_Tael,VN_Spot_Price_VND_Tael,VN_Price_VND_Chi
2024-07-17,30.136999130249023,25375.0,921992.0,1471992.0,147199.0
2024-07-18,29.9950008392334,25315.0,915478.0,1465478.0,146548.0
2024-07-19,29.08799934387207,25310.0,887620.0,1437620.0,143762.0
2024-07-22,29.124000549316406,25300.0,888368.0,1438368.0,143837.0
2024-07-23,29.131999969482422,25325.0,889490.0,1439490.0,143949.0
2024-07-24,29.115999221801758,25345.0,889703.0,1439703.0,143970.0
2024-07-25,27.80699920654297,25350.0,849872.0,1399872.0,139987.0
2024-07-26,27.860000610351562,25285.0,849308.0,1399308.0,139931.0
2024-07-29,27.702999114990234,25300.0,845023.0,1395023.0,139502.0
2024-07-30,28.364999771118164,25275.0,864361.0,1414361.0,141436.0
2024-07-31,28.777999877929688,25275.0,876946.0,1426946.0,142695.0
2024-08-01,28.33099937438965,25235.0,861959.0,1411959.0,141196.0
2024-08-02,28.246000289916992,25215.0,858692.0,1408692.0,140869.0
2024-08-05,27.076000213623047,25205.0,822797.0,1372797.0,137280.0
2024-08-06,27.09600067138672,25080.0,819321.0,1369321.0,136932.0
2024-08-07,26.829999923706055,25130.0,812895.0,1362895.0,136289.0
2024-08-08,27.5,25155.0,834023.0,1384023.0,138402.0
2024-08-09,27.48699951171875,25135.0,832966.0,1382966.0,138297.0
2024-08-12,27.91699981689453,25090.0,844483.0,1394483.0,139448.0
2024-08-13,27.69499969482422,25120.0,838769.0,1388769.0,138877.0
2024-08-14,27.253999710083008,25115.0,825248.0,1375248.0,137525.0
2024-08-15,28.341999053955078,25020.0,854947.0,1404947.0,140495.0
2024-08-16,28.777999877929688,25035.0,868619.0,1418619.0,141862.0
2024-08-19,29.239999771118164,25050.0,883093.0,1433093.0,143309.0
2024-08-20,29.454999923706055,24960.0,886390.0,1436390.0,143639.0
2024-08-21,29.47599983215332,24915.0,885423.0,1435423.0,143542.0
2024-08-22,29.006000518798828,24930.0,871829.0,1421829.0,142183.0
2024-08-23,29.785999298095703,24960.0,896351.0,1446351.0,144635.0
2024-08-26,29.976999282836914,24965.0,902279.0,1452279.0,145228.0
2024-08-27,29.951000213623047,24860.0,897705.0,1447705.0,144771.0
2024-08-28,29.176000595092773,24820.0,873069.0,1423069.0,142307.0
2024-08-29,29.55699920654297,24855.0,885718.0,1435718.0,143572.0
2024-08-30,28.731000900268555,24870.0,861485.0,1411485.0,141149.0
2024-09-03,27.951000213623047,24860.0,837760.0,1387760.0,138776.0
2024-09-04,28.16699981689453,24860.0,844234.0,1394234.0,139423.0
2024-09-05,28.719999313354492,24852.0,860532.0,1410532.0,141053.0
2024-09-06,27.808000564575195,24730.0,829116.0,1379116.0,137912.0
2024-09-09,28.291000366210938,24600.0,839082.0,1389082.0,138908.0
2024-09-10,28.256999969482422,24680.0,840800.0,1390800.0,139080.0
2024-09-11,28.562999725341797,24660.0,849216.0,1399216.0,139922.0
2024-09-12,29.743000030517578,24550.0,880354.0,1430354.0,143035.0
2024-09-13,30.698999404907227,24575.0,909576.0,1459576.0,145958.0
2024-09-16,30.770999908447266,24530.0,910040.0,1460040.0,146004.0
2024-09-17,30.618999481201172,24530.0,905544.0,1455544.0,145554.0
2024-09-18,30.340999603271484,24620.0,900615.0,1450615.0,145062.0
2024-09-19,31.0939998626709,24600.0,922217.0,1472217.0,147222.0
2024-09-20,31.176000595092773,24565.0,923333.0,1473333.0,147333.0
2024-09-23,30.767000198364258,24590.0,912147.0,1462147.0,146215.0
2024-09-24,32.111000061035156,24615.0,952961.0,1502961.0,150296.0
2024-09-25,31.697999954223633,24590.0,939748.0,1489748.0,148975.0
2024-09-26,32.025001525878906,24580.0,949057.0,1499057.0,149906.0
2024-09-27,31.518999099731445,24615.0,935392.0,1485392.0,148539.0
2024-09-30,31.163999557495117,24590.0,923917.0,1473917.0,147392.0
2024-10-01,31.44499969482422,24555.0,930921.0,1480921.0,148092.0
2024-10-02,31.628000259399414,24595.0,937864.0,1487864.0,148786.0
2024-10-03,32.18899917602539,24652.0,956711.0,1506711.0,150671.0
2024-10-04,32.12799835205078,24745.0,958501.0,1508501.0,150850.0
2024-10-07,31.7450008392334,24755.0,947457.0,1497457.0,149746.0
2024-10-08,30.354999542236328,24840.0,909082.0,1459082.0,145908.0
2024-10-09,30.424999237060547,24835.0,910995.0,1460995.0,146099.0
2024-10-10,31.0049991607666,24830.0,928175.0,1478175.0,147817.0
2024-10-11,31.520000457763672,24830.0,943592.0,1493592.0,149359.0
2024-10-14,31.08300018310547,24800.0,929385.0,1479385.0,147939.0
2024-10-15,31.527000427246094,24840.0,944182.0,1494182.0,149418.0
2024-10-16,31.760000228881836,24925.0,954414.0,1504414.0,150441.0
2024-10-17,31.572999954223633,24970.0,950508.0,1500508.0,150051.0
2024-10-18,33.03200149536133,25180.0,1002794.0,1552794.0,155279.0
2024-10-21,33.86899948120117,25150.0,1026979.0,1576979.0,157698.0
2024-10-22,34.83100128173828,25285.0,1061818.0,1611818.0,161182.0
2024-10-23,33.63999938964844,25390.0,1029769.0,1579769.0,157977.0
2024-10-24,33.611000061035156,25400.0,1029287.0,1579287.0,157929.0
2024-10-25,33.60300064086914,25385.0,1028434.0,1578434.0,157843.0
2024-10-28,33.83000183105469,25355.0,1034158.0,1584158.0,158416.0
2024-10-29,34.26900100708008,25345.0,1047165.0,1597165.0,159716.0
2024-10-30,33.91400146484375,25295.0,1034272.0,1584272.0,158427.0
2024-10-31,32.65299987792969,25280.0,995225.0,1545225.0,154523.0
2024-11-01,32.54199981689453,25270.0,991450.0,1541450.0,154145.0
2024-11-04,32.47999954223633,25280.0,989952.0,1539952.0,153995.0
2024-11-05,32.654998779296875,25310.0,996467.0,1546467.0,154647.0
2024-11-06,31.22100067138672,25330.0,953462.0,1503462.0,150346.0
2024-11-07,31.764999389648438,25370.0,971607.0,1521607.0,152161.0
2024-11-08,31.358999252319336,25350.0,958432.0,1508432.0,150843.0
2024-11-11,30.540000915527344,25260.0,930087.0,1480087.0,148009.0
2024-11-12,30.68600082397461,25310.0,936383.0,1486383.0,148638.0
2024-11-13,30.59000015258789,25340.0,934560.0,1484560.0,148456.0
2024-11-14,30.507999420166016,25330.0,931687.0,1481687.0,148169.0
2024-11-15,30.371000289916992,25390.0,929700.0,1479700.0,147970.0
2024-11-18,31.163000106811523,25380.0,953569.0,1503569.0,150357.0
2024-11-19,31.20800018310547,25405.0,955887.0,1505887.0,150589.0
2024-11-20,30.95599937438965,25395.0,947795.0,1497795.0,149779.0
2024-11-21,30.91200065612793,25415.0,947193.0,1497193.0,149719.0
2024-11-22,31.30900001525879,25415.0,959358.0,1509358.0,150936.0
2024-11-25,30.209999084472656,25417.0,925755.0,1475755.0,147576.0
2024-11-26,30.38800048828125,25410.0,930954.0,1480954.0,148095.0
2024-11-27,30.111000061035156,25405.0,922286.0,1472286.0,147229.0
2024-11-29,30.684999465942383,25358.0,938129.0,1488129.0,148813.0
2024-12-02,30.448999404907227,25344.0,930399.0,1480399.0,148040.0
2024-12-03,31.07699966430664,25374.0,950713.0,1500713.0,150071.0
2024-12-04,31.5049991607666,25395.0,964604.0,1514604.0,151460.0
2024-12-05,31.134000778198242,25400.0,953432.0,1503432.0,150343.0
2024-12-06,31.18600082397461,25393.0,954762.0,1504762.0,150476.0
2024-12-09,32.215999603271484,25375.0,985596.0,1535596.0,153560.0
2024-12-10,32.362998962402344,25370.0,989898.0,1539898.0,153990.0
2024-12-11,32.5620002746582,25360.0,995592.0,1545592.0,154559.0
2024-12-12,31.22800064086914,25380.0,955558.0,1505558.0,150556.0
2024-12-13,30.655000686645508,25394.0,938542.0,1488542.0,148854.0
2024-12-16,30.69700050354004,25400.0,940050.0,1490050.0,149005.0
2024-12-17,30.572999954223633,25385.0,935700.0,1485700.0,148570.0
2024-12-18,30.40999984741211,25430.0,932361.0,1482361.0,148236.0
2024-12-19,29.0939998626709,25445.0,892539.0,1442539.0,144254.0
2024-12-20,29.65999984741211,25450.0,910081.0,1460081.0,146008.0
2024-12-23,29.88800048828125,25445.0,916897.0,1466897.0,146690.0
2024-12-24,29.974000930786133,25440.0,919355.0,1469355.0,146935.0
2024-12-26,30.047000885009766,25420.0,920869.0,1470869.0,147087.0
2024-12-27,29.655000686645508,25425.0,909034.0,1459034.0,145903.0
2024-12-30,29.106000900268555,25445.0,892907.0,1442907.0,144291.0
2024-12-31,28.940000534057617,25476.0,888896.0,1438896.0,143890.0
